"EstablishmentCode","EstablishmentName","IsLibraryAvailable","AvailableBooksCount","IsFireExtgAvailable","ExtinguisherCount","HOIRoomAvailable","IsStaffRoomAvailable","NoofStaffRoom","IsLockerForStaffAvailable","IsSportsStoreRoomAvailable"
"S0170","LOWER SUDUNGLAKHA GOVERNMENT PRIMARY SCHOOL","Available","150","Available","2","Available","Available","1","Not Available","Not Available"
"S0349","LOWER SULDUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0243","LOWER SUMIN GOVERNMENT SECONDARY SCHOOL","Available","153","Available","5","Available","Available","1","Not Available","Not Available"
"S0506","LOWER SYARI GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","7","Not Available","Available","1","Not Available","Not Available"
"S0740","LOWER TADONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0647","LOWER TANAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0656","LOWER TARKU GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Not Available","0","Not Available","Not Available"
"S0306","LOWER TIMBURBONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"C1338","LOYOLA COLLEGE","Available","6500","Available","0","Available","Available","1","Not Available","Available"
"S1098","LT. INDRA BAHADUR MEMORIAL INSTITUTE, LINGCHOM","Available","200","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0177","LUING GOVERNMENT SECONDARY SCHOOL","Available","200","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0071","LUM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0208","LUMSEY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0771","LUNGCHOK GOVERNMENT JUNIOR HIGH SCHOOL","Available","124","Available","4","Available","Available","1","Not Available","Not Available"
"S0533","LUNGYAM GOVERNMENT JUNIOR HIGH SCHOOL","Available","30","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0296","LUNGZIK GOVERNMENT PRIMARY SCHOOL","Available","40","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0291","MABONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","40","Available","1","Available","Available","1","Not Available","Not Available"
"S0483","MACHELAKHA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0101","MACHONG GOVERNMENT SENIOR SECONDARY SCHOOL","Available","300","Available","5","Available","Available","1","Not Available","Available"
"S1105","MAGNOLIA ENGLISH SCHOOL, YANGTHONG/KARTHOK","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0199","MAHABIR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S1001","MAINUM NURSERY SCHOOL, YANGYANG","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Available"
"S1246","MAJHITAR COMPOUND GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0133","MAJHITAR GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Available","Available","1","Available","Not Available"
"S0575","MAJUWA GOVERNMENT PRIMARY SCHOOL(SOUTH)","Available","15","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0274","MAJUWA GOVERNMENT PRIMARY SCHOOL(WEST)","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0102","MAKHA GOVERNMENT SENIOR SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0338","MALBASAY GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0350","MALBASEY BUDANG GOVERNMENT JUNIOR HIGH SCHOOL","Available","35","Available","4","Available","Not Available","0","Not Available","Not Available"
"S0050","MALLING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0428","MAMLEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","243","Available","2","Available","Available","1","Available","Not Available"
"S0616","MAMRING GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0080","MAMRING GOVERNMENT SENIOR SECONDARY SCHOOL","Available","475","Available","4","Available","Available","1","Not Available","Not Available"
"S0749","MANGALBARIA GOVERNMENT SENIOR SECONDARY SCHOOL","Available","50","Not Available","0","Available","Available","1","Not Available","Available"
"S0009","MANGAN GOVERNMENT SENIOR SECONDARY SCHOOL","Available","3000","Available","5","Available","Available","2","Not Available","Not Available"
"S0985","MANGAN PUBLIC SCHOOL, MANGAN","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0427","MANGAR DALAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0634","MANGBRUE GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0627","MANGLAY SINCHUTHANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0336","MANGSABONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0341","MANGSARI GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0018","MANGSHILA GOVERNMENT SENIOR SECONDARY SCHOOL","Not Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0591","MANGTABONG GOVERNMENT PRIMARY SCHOOL(SSA)","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0621","MANGZING GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","3","Available","Available","1","Not Available","Not Available"
"S0070","MANGZING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0559","MANGZING JOGIDARA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0405","MANIRAM GOVERNMENT SECONDARY SCHOOL","Available","459","Available","6","Available","Available","1","Available","Not Available"
"S1063","MANJU SHREE ENGLISH SCHOOL,GYALSHING","Not Available","0","Not Available","0","Available","Available","1","Available","Available"
"S0839","MANJUSHREE ACADEMY, AGAMGRAM","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S1065","MANJUSHREE ENGLISH SCHOOL, PELLING","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1470","MANJUSRI PUBLIC SCHOOL","Available","3000","Available","1","Available","Available","1","Not Available","Available"
"S0049","MANTAM 4TH MILE GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Available","Not Available"
"S0013","MANUL GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","6","Available","Available","1","Available","Not Available"
"S0224","MARCHAK CHUTEN GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S1084","MARIGOLD ACADEMY MALBASEY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1048","MARIGOLD ACADEMY, GANGYAP","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1040","MARIGOLD ACADEMY, POKHARI DARA, TASHIDING","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1152","MARIGOLD ACADEMY, SICHEY","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0977","MARIGOLD PUBLIC SCHOOL,MANGSHILA","Not Available","0","Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0123","MARTAM GOVERNMENT SECONDARY SCHOOL","Available","1202","Available","4","Available","Available","1","Not Available","Not Available"
"S0501","MARTAM LINGTAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0109","MARTAM YANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL","Available","494","Available","4","Available","Available","1","Not Available","Not Available"
"S1471","MATTRI ACADEMY","Available","200","Available","10","Available","Available","1","Not Available","Available"
"S0882","MAYAL ENGLISH MEDIUM SCHOOL, LINGDOK","Available","130","Available","1","Available","Not Available","0","Not Available","Not Available"
"S1108","MAYAL KURSONG ACADEMY, SAMDONG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0976","MAYEL LYANG ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0684","MAYPONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Available","Available"
"S0455","MAZITAR GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0751","MEGYONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0699","MELLI BAZAR GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0774","MELLI GUMPA GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Not Available","0","Not Available","Not Available"
"S0645","MELLI KERABARI GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0760","MELLI PAIYONG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0287","MELLI-ACHING GOVERNMENT SECONDARY SCHOOL","Available","51","Available","6","Available","Not Available","0","Not Available","Available"
"S0353","MENDOGOAN GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0572","MENGLEE GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0078","MENRONGRONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Available","Not Available"
"S1174","MERRY KIDS ENGLISH SCHOOL, MANGAN","Available","100","Available","1","Available","Available","1","Not Available","Available"
"S0216","MERUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0053","MEYONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0942","MICKEYS INTERNATIONAL, DEORALI","Available","180","Available","2","Available","Not Available","0","Not Available","Available"
"S0601","MICKKHOLA GOVERNMENT JUNIOR HIGH SCHOOL","Available","255","Available","3","Available","Available","2","Not Available","Not Available"
"S0184","MIDDLE ARITAR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0362","MIDDLE BEGHA GOVERNMENT PRIMARY SCHOOL","Available","32","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0128","MIDDLE CAMP GOVERNMENT SECONDARY SCHOOL","Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0335","MIDDLE CHONGRANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0319","MIDDLE GEYZING GOVERNMENT SECONDARY SCHOOL","Available","113","Available","5","Available","Not Available","0","Not Available","Not Available"
"S0380","MIDDLE POKHARI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0673","MIDDLE RAYONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0750","MIDDLE TAKUTHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0705","MILLING KARMATAR GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0911","MINILAND PUBLIC SCHOOL, SANG","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0481","MINTOKGANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S1089","MODEL ENGLISH SCHOOL , RESHI","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1188","MODEL ENGLISH SCHOOL, RONG","Not Available","0","Available","0","Not Available","Available","1","Available","Not Available"
"S1031","MODEL ENGLISH SCHOOL, SOMBARIA","Available","200","Available","1","Available","Not Available","0","Not Available","Available"
"S0838","MODERN ACADEMY, MANIRAM","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0507","MODERN GOVERNMENT SENIOR SECONDARY SCHOOL","Available","1000","Available","8","Available","Available","2","Not Available","Available"
